пульс_mean,пульс_std,пульс_min,пульс_max,пульс_slope,эмг_mean,эмг_std,эмг_min,эмг_max,эмг_slope,кгр_mean,кгр_std,кгр_min,кгр_max,кгр_slope,ээг_mean,ээг_std,ээг_min,ээг_max,ээг_slope,состояние
95.6278,4.1395,85.1445,103.2516,0.0097,50.6821,4.0053,42.1109,58.9021,-0.2408,43.0601,5.0863,33.4866,50.7316,-0.156,62.5791,6.5357,46.9428,74.8926,-0.6728,4
79.2664,2.1681,76.1164,84.0716,-0.1456,26.5727,1.9019,23.5808,31.2662,0.1191,26.4371,1.8097,22.9461,29.4724,0.0059,46.2398,3.0448,41.5699,52.182,-0.1935,0
133.1487,3.4368,126.9435,139.282,0.0253,82.793,5.8382,73.438,93.2475,-0.1814,73.4114,5.3924,60.9018,84.8171,0.165,83.7404,5.5181,73.3395,93.8262,0.0077,5
111.5675,2.8138,106.7347,115.6536,-0.0146,60.5104,5.3953,50.0879,73.4808,0.2446,88.9045,6.3985,74.0278,100.0,-0.2083,84.6008,5.8414,74.0322,94.8643,-0.1489,5
89.289,2.3713,84.0306,92.4984,0.0006,35.8573,2.8587,28.4268,41.8272,-0.0011,40.0023,3.8458,30.8266,46.8408,0.0369,64.7343,3.5608,59.0328,72.9199,-0.1212,1
109.0064,3.4963,102.4591,117.1652,0.2037,70.088,5.6157,59.3648,77.8924,0.1807,59.6556,5.2014,50.7196,70.3639,0.0228,80.3252,5.335,70.0331,88.5214,-0.0752,4
58.8853,1.6872,56.5554,63.7314,-0.0601,7.7894,1.0249,5.7205,10.2147,0.0628,5.4773,0.7659,4.234,7.0452,0.0153,35.2338,2.0116,31.9108,38.8229,0.031,3
57.4535,1.973,53.4736,61.5234,-0.0642,3.1764,0.5132,2.3672,4.3316,0.0126,9.1086,1.0165,7.2077,10.4005,-0.035,14.226,1.4342,11.7059,17.1726,-0.0759,3
63.6786,1.751,58.3237,66.0903,0.0351,14.5072,1.1144,11.6465,16.5183,0.0028,16.7024,1.3619,13.7751,19.5482,-0.0188,21.5599,2.0726,18.4338,25.8548,0.0409,3
96.7608,2.6683,90.282,101.8255,-0.0041,66.2149,4.6184,56.1688,73.2,-0.1518,65.1346,6.3854,52.1167,76.8384,0.2529,73.8736,5.2644,62.5597,80.4803,0.0039,4
72.6985,1.7628,69.9483,75.5754,0.011,5.455,0.6989,4.6996,7.1437,-0.0092,33.4986,3.0204,28.9547,39.1237,-0.0486,30.2768,2.0774,26.8902,35.547,0.0213,2
66.9034,2.804,60.64,72.9161,-0.1136,10.3012,1.4845,7.1151,13.7367,0.0812,11.1422,1.0531,9.679,13.3985,-0.0768,29.1903,2.8841,23.5256,36.0785,-0.0016,3
90.1178,3.5828,85.3421,98.7422,0.0654,73.2291,4.3358,66.6536,81.4103,0.2288,45.5246,4.0346,35.6529,53.0573,0.0456,72.7225,4.6652,66.1449,83.3415,0.198,4
96.093,3.9674,88.6301,105.4608,0.2674,50.0142,4.5737,41.0624,57.2604,0.002,39.8583,6.1664,28.1132,53.7758,-0.1329,64.8019,5.8151,57.5662,76.6431,-0.062,1
82.0521,2.7229,77.2308,89.1325,-0.0871,28.2835,2.8922,21.2596,34.594,0.0029,21.9945,2.5829,16.9712,25.6419,0.0482,58.4877,5.0721,46.176,65.4634,-0.0444,1
67.4459,2.2353,64.2002,72.0146,0.046,17.9151,1.7336,14.3953,21.0266,-0.1031,16.7361,1.2025,14.1085,19.4455,-0.0497,53.7783,3.4727,48.3593,61.7543,0.0037,0
76.7717,2.5597,72.2077,81.7177,0.068,6.0745,0.7358,5.1178,7.8963,-0.0279,23.7878,1.4997,19.657,25.7895,0.0896,30.7922,1.9363,27.5568,34.6721,-0.1226,0
86.1612,2.214,81.7745,90.1257,0.0112,21.9112,1.6794,19.7715,25.9051,0.0895,17.1536,1.5647,14.3704,19.8113,0.0018,42.3502,2.9647,34.8674,49.3748,-0.0003,0
88.3535,2.9868,79.4833,94.6071,-0.0387,60.6434,5.2996,53.2446,72.9346,-0.223,20.9598,1.554,17.2387,22.9135,-0.0538,55.425,4.1635,49.3539,64.3075,0.2237,1
93.0969,2.6156,88.9709,98.5449,-0.1277,36.1542,3.0984,26.9528,40.9565,-0.1382,22.389,2.1623,19.1397,27.075,0.0016,69.5213,5.1154,59.7565,81.9933,-0.1858,1
112.322,3.1733,107.5148,121.1044,-0.0502,74.1665,6.5287,64.0363,86.9096,0.1041,79.1805,5.1672,68.2142,88.1352,0.3581,79.6211,5.9275,68.2024,87.6264,-0.7138,4
92.8924,2.6365,87.4886,97.7971,0.0677,41.8342,2.9453,36.3789,47.9838,0.2551,35.4966,3.4261,28.5538,41.1725,0.0986,61.1398,4.7378,48.5374,70.002,0.4569,1
62.4413,2.0033,57.4406,66.1813,-0.0094,6.8386,0.8041,5.087,8.1883,0.0026,13.8474,1.3504,11.5097,17.8415,0.0591,28.0078,1.9098,25.0328,30.7754,0.1459,3
85.1222,2.803,78.3595,88.7372,-0.0519,50.0013,2.983,41.5829,54.9117,0.0943,19.8656,2.0688,15.3288,24.6057,-0.0215,56.401,3.8427,47.9884,62.0435,-0.294,1
95.4576,2.5643,90.3827,100.1318,-0.0356,56.7337,3.2588,51.3059,62.9555,0.0006,25.4206,1.9107,22.5919,30.1272,-0.0165,55.5674,4.1156,46.8398,64.9714,0.0598,1
132.1804,3.8187,125.5393,139.5289,-0.1656,80.9997,6.2346,65.9391,93.9696,0.1856,82.0995,5.7675,65.6977,89.7318,-0.3005,84.5624,7.1106,68.7169,96.3457,0.1967,5
70.0778,1.8603,67.2653,74.2952,0.0083,15.2698,1.2489,12.7692,18.4949,-0.0549,46.717,3.3078,39.4973,52.2746,-0.1847,33.1174,2.2124,28.3981,37.5549,-0.0529,2
85.4273,2.6791,78.8802,90.2608,0.1316,50.1524,4.4233,42.5247,57.1406,-0.165,31.8931,1.9836,28.834,35.458,-0.0453,61.8935,3.2719,56.1707,69.6056,0.1744,1
119.9756,5.0882,109.8813,132.7647,-0.0616,77.9446,6.2994,67.8053,89.2782,0.1361,78.7773,8.4844,59.5726,100.0,0.2117,83.1462,8.5998,71.5092,100.0,0.0925,4
77.9675,2.2345,72.1257,82.3857,0.0778,19.9977,1.4105,17.5473,22.3585,0.052,8.5443,1.1296,5.9614,10.7957,0.0456,32.6578,2.7827,28.0374,36.472,-0.0648,0
68.1067,2.4168,63.1162,73.2052,-0.1556,13.4144,1.1019,11.7062,15.7022,0.0296,15.6685,1.2499,12.3277,17.4804,0.0117,19.7233,1.3708,17.1028,22.9698,-0.0116,3
71.1923,1.9825,68.0153,74.9928,-0.0256,20.3626,1.62,17.3016,23.7074,-0.0686,28.291,2.5406,24.5201,34.2931,-0.0551,10.7269,0.9832,9.1285,12.88,-0.0888,2
145.4927,3.4741,139.5551,151.6953,0.0335,72.2834,4.6235,62.0375,79.5996,-0.0285,77.3168,6.3053,66.2049,90.294,-0.0149,95.6885,4.5418,85.5879,100.0,0.0561,5
61.0112,1.4142,57.8478,62.9539,0.0366,13.6804,1.1553,11.6228,17.402,0.0306,4.9974,0.7429,3.4215,6.4728,0.0244,27.9598,2.2058,24.7291,31.729,-0.0685,3
96.5923,2.8403,91.3203,103.3857,-0.1709,58.4662,4.4458,51.0195,67.4757,-0.1671,26.6926,2.6068,22.9397,35.9271,0.0016,52.8967,3.7898,46.0721,60.5134,0.2351,1
81.0406,2.6881,76.9089,87.1837,0.0534,24.3579,1.6239,19.6847,27.8197,0.0332,11.5638,0.8953,10.0713,13.2406,0.0021,33.1034,2.4059,27.7413,37.5262,0.0028,0
84.0216,2.5515,79.4634,90.4337,0.0863,22.8885,1.9763,18.5417,25.7057,-0.0205,27.0981,2.7505,21.8809,31.4977,0.2291,24.7898,1.7402,21.6332,28.6819,-0.0123,2
104.3262,3.0095,99.6096,112.7926,-0.1052,66.4753,5.1833,57.7121,77.1486,0.4245,64.8354,4.8223,55.8008,72.3406,-0.3165,70.1924,5.6506,62.4937,83.8261,0.1081,4
122.2333,4.7753,111.9682,130.6582,-0.1916,79.6264,8.697,65.178,100.0,0.7342,71.8437,7.897,59.2155,89.4447,-0.1138,74.894,6.985,60.8856,87.3795,0.1318,4
79.2957,3.0941,72.2483,85.8374,0.0018,24.7112,1.4376,21.7653,27.2377,0.064,21.3781,2.264,16.477,25.5784,-0.0074,23.2695,2.1588,18.0073,26.4275,0.1045,2
106.508,2.8571,101.4162,112.4933,0.0328,80.5846,6.3181,66.4733,91.0148,-0.0408,61.8027,4.498,53.7125,74.8173,-0.1926,74.6368,4.1132,66.7711,81.9983,0.0928,4
138.4532,4.1171,130.5583,146.1465,-0.1785,68.228,4.9511,60.8421,81.5722,-0.2054,91.8378,6.9633,79.9655,100.0,0.3625,85.5929,5.9824,75.5115,97.081,-0.1114,5
118.3636,2.7935,113.4677,123.0833,0.0648,70.4511,7.0183,57.0327,87.3355,0.0909,68.9129,5.2343,62.654,81.95,-0.3812,82.4961,5.9093,74.3345,92.3383,-0.1804,4
80.9482,2.4029,76.2303,86.1588,-0.2567,13.2396,1.1978,10.9803,15.7158,-0.0237,24.8756,2.3269,21.049,30.5373,-0.1003,43.0871,3.6456,34.7807,51.1192,-0.3107,0
63.7547,2.4806,58.6437,69.905,0.1045,21.164,1.4799,18.1784,24.0261,-0.0445,12.8202,1.202,10.2395,14.7145,-0.0195,37.8884,3.3022,32.7862,45.7071,0.1389,0
51.3355,1.133,47.9439,52.6627,0.0428,9.797,0.6155,8.7208,11.1124,-0.0418,13.1086,1.2256,10.82,14.8996,-0.0474,17.4134,1.2345,14.9822,19.6464,0.0348,3
69.5069,1.9254,64.875,72.9993,-0.1038,9.2922,0.8864,8.075,10.893,0.0353,11.4831,0.9864,9.8575,13.7932,0.0125,46.9449,2.9256,41.1419,52.4031,-0.0852,0
97.1099,4.0805,89.8549,104.666,-0.0281,36.3588,3.1093,30.5836,41.8532,0.067,35.7545,3.9065,28.0806,43.2878,-0.2621,71.6953,5.382,62.3864,80.9534,-0.2554,1
97.9323,4.8676,91.6823,110.7356,0.2049,50.8282,5.9173,41.7465,64.7449,-0.3089,42.9052,4.5687,34.2495,49.8014,0.1943,69.7013,6.9106,57.8882,80.3184,-0.0201,1
98.2185,2.1736,93.4063,102.2232,0.0522,30.6563,2.3617,27.4248,35.8067,-0.0979,38.8372,2.8182,31.297,43.8306,0.1618,61.2759,3.4648,53.0312,67.9265,0.0119,1
54.6091,1.3436,52.339,57.4337,-0.0462,3.4538,0.5221,2.3891,4.311,0.027,3.0108,0.4525,2.0425,3.7699,-0.0189,20.6524,1.4243,18.2977,23.5821,0.0328,3
80.9972,3.5646,74.3035,90.3216,-0.0757,22.3395,2.1706,17.4954,25.203,0.0273,24.1916,2.3227,19.31,29.3178,-0.1106,56.2832,6.4502,42.3099,65.75,-0.1375,1
56.9968,1.7149,52.6161,60.3173,0.0219,3.3467,0.5683,2.2986,4.397,-0.017,6.7566,0.5095,5.4483,7.7726,-0.0112,21.9235,2.0329,17.9202,25.3269,0.1159,3
102.3723,2.6096,97.5901,107.4694,-0.0708,85.4086,6.758,69.499,97.3078,0.3324,45.9432,4.0435,34.3783,53.6331,-0.0235,82.6539,7.5853,69.0222,100.0,0.375,4
86.422,2.434,81.895,90.7839,0.0862,23.6204,1.6353,20.4956,26.0779,0.0204,17.4542,1.5168,14.7787,21.4291,-0.0639,46.1028,3.1498,41.1409,53.5786,0.1368,0
75.4967,2.5016,69.9841,79.2462,0.0142,32.2337,2.2409,27.3768,36.5382,-0.0468,32.6598,1.9436,29.2271,36.2683,-0.0378,22.9092,2.1469,19.7855,27.5101,0.1095,2
63.5377,1.6926,61.1227,67.0865,-0.005,6.0581,0.5894,4.6861,6.9415,-0.0256,5.6425,0.6404,4.1909,7.0353,-0.0257,27.1265,2.2783,21.6361,31.2346,-0.0277,3
78.9955,1.8793,75.9633,84.0098,0.0052,11.5092,1.2616,9.4221,13.7726,0.0691,21.8152,1.7332,17.7182,25.5981,-0.0577,48.306,2.5332,43.9901,53.131,-0.0801,0
115.1633,2.8036,110.6311,119.8334,0.1063,47.5197,4.1118,37.5746,56.1561,0.3547,55.0263,3.6831,46.5486,60.4857,0.0426,82.7706,5.8055,69.0374,93.5119,-0.1251,4
75.9896,2.5795,71.0905,80.4429,-0.0593,25.4737,1.801,22.1326,28.9163,0.0496,45.8277,5.0572,36.1426,58.0935,0.1384,28.945,2.2016,24.8459,33.9478,-0.0448,2
61.3731,1.8171,56.7418,63.8871,-0.0856,2.8824,0.5115,2.0687,4.004,-0.0003,8.6106,0.6646,7.6496,9.6052,0.0366,11.8556,1.1063,10.2774,14.7905,-0.0218,3
69.175,2.1232,65.2064,72.9121,0.1328,14.6732,1.1857,12.8697,17.9523,-0.0603,20.5078,1.7456,17.0502,24.1156,-0.012,47.4528,3.4998,41.5683,52.8428,-0.0659,0
70.663,2.0103,66.1691,75.0494,0.0139,22.2534,1.383,19.2828,25.257,0.0663,11.287,1.1833,9.6483,13.9981,0.0184,29.3023,2.5109,24.1512,36.3143,0.0216,0
121.727,5.2201,113.3593,136.8479,0.0901,78.9605,8.7523,66.9193,97.621,-0.009,83.2131,9.2028,63.7174,98.636,-0.4621,79.8478,8.8527,61.2052,98.3794,-0.0732,5
134.411,4.4024,127.2911,143.2398,0.0407,73.1259,4.4082,64.5398,80.7431,-0.2427,94.1369,3.9654,87.3547,100.0,0.0992,97.0748,3.8161,86.857,100.0,0.0447,5
76.176,2.5021,71.4071,80.7568,0.0857,19.7039,1.5763,16.9235,22.6187,-0.0102,21.7993,1.2797,19.7083,24.5341,-0.0096,31.0045,2.6525,25.4289,34.4353,0.0516,0
72.7056,2.8537,66.9538,78.207,-0.04,13.9078,1.1962,11.9635,16.3317,-0.035,25.7475,2.2029,21.0952,29.9308,-0.1589,46.9414,3.7452,42.1907,59.3861,-0.1057,0
68.5686,2.0598,64.8639,73.2576,-0.0189,13.5844,1.3274,11.6844,16.5304,-0.003,12.0885,0.8028,10.3625,13.395,0.031,37.122,2.8218,29.9437,43.2882,-0.1105,0
80.6453,1.8155,76.6971,83.7544,0.0272,41.8283,4.012,34.1735,49.2771,-0.1195,41.333,3.1045,34.257,47.5693,0.079,69.6502,4.7938,61.2784,81.2495,-0.0172,1
86.3786,3.3195,82.4848,95.2709,-0.206,12.229,1.0131,10.3281,13.6644,0.0047,48.3153,3.6493,42.9828,55.6679,-0.0792,24.1502,1.8805,20.3697,27.1923,0.0083,2
138.1008,3.5633,130.4445,144.838,-0.3294,71.4099,3.7193,64.1585,78.407,0.0786,97.7058,4.1478,87.6456,100.0,0.0388,90.8135,5.9145,76.058,99.6802,0.0948,5
66.3666,2.5801,60.3056,69.9496,0.1785,14.9337,1.3394,12.4831,17.0767,0.0459,15.1785,1.1551,13.1752,17.0049,0.0606,30.6272,2.5739,25.2491,35.0463,-0.1233,3
142.7652,3.9371,136.7471,154.0304,0.2554,94.0606,6.3508,79.7903,100.0,0.3975,92.4365,7.6021,75.5011,100.0,0.2459,76.3302,3.9926,70.2296,83.829,0.2704,5
76.6024,2.4856,72.2267,80.6152,0.1165,14.541,1.2467,12.0199,16.6705,-0.0166,40.1825,3.4658,32.1041,48.1366,-0.0352,14.0412,1.0194,12.5322,16.5232,0.0024,2
92.7345,2.5306,88.5836,98.1391,0.1249,44.8063,2.4281,41.2084,50.1704,-0.0278,18.4911,1.6268,15.975,21.5633,0.0715,57.1603,3.9944,50.5562,66.8898,-0.1657,1
79.7779,3.2939,72.8181,85.3785,0.0486,21.6091,2.1564,17.3422,26.685,-0.1095,18.6997,1.8589,15.9762,23.5659,-0.0502,53.2145,5.6133,39.1418,64.097,0.3958,0
107.2082,3.2894,101.2999,115.1343,-0.0022,56.4312,3.4149,43.9144,60.1241,0.0298,56.6305,4.711,46.4098,70.1583,-0.0335,71.0952,4.0136,62.7155,79.4374,0.0341,4
90.5639,2.886,83.6718,94.0673,-0.1677,36.626,2.4334,33.553,42.2492,-0.003,22.7125,2.4477,18.995,28.8062,0.1053,57.0153,3.8843,48.3902,63.2867,-0.288,1
65.1663,1.507,60.5839,67.4023,-0.126,16.2743,1.06,14.2098,18.1951,0.0376,11.1848,0.957,9.8228,13.0725,0.02,48.7894,2.9496,43.5937,53.0622,0.1178,0
86.1303,3.0758,81.3813,92.8014,0.035,30.5801,2.0628,27.6116,34.8969,-0.0109,27.1312,2.4128,22.6686,29.9314,0.1502,28.4892,2.0793,25.5896,33.4368,0.1394,0
61.2747,1.3369,58.0746,63.3598,-0.0649,13.4061,1.0203,11.7072,15.6958,0.0447,17.8755,1.7302,15.484,22.3288,0.152,27.3633,2.5411,22.0472,32.11,0.0313,3
139.7561,4.3565,133.2603,150.3731,0.0278,88.8401,5.7578,80.5158,99.9934,0.1575,83.4592,6.6791,71.9207,95.412,-0.074,88.9687,4.7669,81.8739,97.7758,0.1383,5
62.5459,1.9982,56.6052,66.0354,0.0723,16.2665,0.9064,14.6183,18.0763,-0.0196,16.6721,1.7017,14.1992,20.676,0.063,50.0411,2.522,43.2682,54.943,0.0354,0
82.8565,2.7156,79.2252,90.2527,-0.0877,33.3265,2.4151,28.5287,38.6974,-0.0514,42.1121,2.8502,36.8892,49.2303,-0.0888,58.2966,3.6517,52.8041,65.1687,-0.1431,1
70.4411,1.8372,66.7606,73.7448,0.015,10.8465,0.6461,9.4651,12.2664,0.0009,13.6882,1.495,10.7355,15.7995,0.0019,33.2157,2.1311,29.5092,37.8501,0.0009,3
109.5867,3.6764,100.4959,116.3663,0.0362,54.5101,3.0525,48.6816,59.6079,0.2572,82.5407,6.2027,69.7022,92.8989,0.2473,85.8086,4.5728,78.4597,94.3821,0.068,4
62.4156,1.8392,57.7003,65.6134,-0.0463,18.0499,1.4928,15.6339,22.1484,0.02,7.009,0.8142,6.0082,9.241,-0.0252,28.8924,1.5962,26.7115,33.1738,-0.0043,3
112.5444,3.0562,107.6094,117.44,0.0438,59.4979,4.915,50.0816,69.4221,-0.1733,66.3243,5.1348,59.0751,75.1369,-0.2268,84.7047,6.0304,73.1778,95.4567,-0.1446,4
107.2274,3.1595,102.9187,114.0963,0.0302,72.2825,5.4947,58.6461,80.2415,0.3814,50.6265,4.2875,43.8573,59.6601,-0.2334,68.1199,4.4524,60.9516,78.6884,0.141,4
112.2024,2.3991,106.6524,115.9492,0.0337,71.8392,3.4007,67.4095,81.7219,-0.0715,73.4197,5.5564,62.9297,84.3651,-0.3507,80.6033,5.9663,70.3286,94.8678,0.3859,4
130.3742,3.7249,119.579,136.0317,0.1181,89.3879,5.2549,82.1327,100.0,0.1917,94.8314,4.8255,83.5068,100.0,-0.0607,94.5107,6.059,82.0989,100.0,-0.2751,5
81.1191,4.0101,72.3327,88.6233,-0.2384,19.6815,1.8828,16.1489,24.3592,0.032,20.6945,2.2063,17.6388,26.1347,0.0354,51.7202,6.3878,43.8189,65.8804,0.0978,0
74.5056,2.5705,68.4392,79.2498,0.1456,26.722,1.9666,22.4135,30.5501,0.0367,41.846,2.2161,36.9105,47.2026,0.0701,11.012,0.9118,8.675,12.7119,-0.0552,2
78.4915,2.4977,73.6528,83.8919,0.0505,18.0165,1.9047,13.9574,21.1283,-0.0019,29.6892,2.2687,24.7588,34.0938,0.026,31.1019,2.3721,26.7114,35.7553,-0.1452,2
68.4942,2.3685,63.6767,73.5107,-0.0513,11.0464,0.8564,9.6949,13.1539,-0.0211,9.8176,0.8127,8.7696,12.132,-0.0192,23.0966,1.5094,20.1344,26.3062,-0.1075,3
71.4035,2.3274,67.6436,75.8946,0.1367,15.9539,1.2588,14.0961,18.481,-0.0541,20.8583,1.5866,18.7977,24.9145,0.0039,28.509,2.334,23.7985,35.4624,0.1406,0
54.0458,1.6583,50.2894,56.527,-0.0545,7.8528,0.5881,7.121,9.3395,-0.0134,7.3412,0.9617,5.5008,9.2368,0.0525,17.5681,1.7955,14.5856,21.4582,0.0291,3
89.8477,2.3949,83.7419,93.1126,-0.1049,22.9881,2.285,18.1361,26.6899,-0.0285,34.0585,2.4183,30.097,37.5969,-0.033,68.8932,3.0109,61.4331,73.5807,0.0609,1
77.2939,2.4378,73.6994,81.487,-0.0631,18.8524,1.6209,16.1405,22.3478,-0.0395,20.421,1.7016,16.3796,22.6469,0.16,33.0549,2.2862,29.1739,37.6472,-0.1238,0
121.67,4.2731,114.5018,129.8496,0.1545,90.1842,5.4443,82.2045,100.0,-0.1255,75.3455,4.918,65.7057,83.2432,-0.1841,92.2591,4.6129,84.1277,100.0,0.0093,5
144.8994,4.7697,137.6515,154.7144,0.2073,60.734,4.2761,51.9664,69.5201,-0.1119,93.2468,5.4033,80.9466,100.0,-0.1236,88.7594,4.3615,80.1538,96.5628,-0.2032,5
99.9736,3.0023,95.2123,105.484,-0.1601,53.8327,2.8238,49.9162,59.3271,-0.1303,39.6249,3.3336,33.3572,46.4737,0.1182,80.891,5.8672,71.785,92.3819,0.2949,4
71.2183,1.4458,68.5873,73.6784,0.0707,15.5558,1.7771,12.324,18.6317,-0.0076,38.1261,3.9847,31.6657,45.6827,-0.1442,28.279,2.1581,24.091,31.496,0.1378,2
79.6818,2.2308,74.1105,82.7092,-0.1455,18.392,1.5142,14.2594,20.6591,0.0041,21.427,2.1643,17.5543,25.4808,0.0381,13.1134,0.8276,11.2871,14.6455,-0.0004,2
87.3928,2.3909,83.1198,92.0152,-0.1744,32.5372,3.5689,28.2957,43.1153,-0.0579,26.9696,2.382,23.2861,32.7124,-0.1004,64.2171,5.8919,52.2925,76.5909,-0.2291,1
70.7016,1.7247,67.0849,73.1052,-0.0641,16.5714,1.4864,13.9077,19.2231,0.0553,19.1208,1.273,15.9452,21.3616,-0.0558,39.6247,3.6403,33.0125,46.1812,-0.1541,0
65.496,1.9071,61.4037,69.5843,0.0611,5.4208,0.5524,4.07,6.2325,-0.0189,12.4892,1.1839,9.9156,14.5686,0.0668,45.3344,3.1504,40.6724,51.8812,-0.0545,0
73.15,2.5559,67.5873,80.0613,0.0665,17.4789,1.4793,15.0853,19.9162,-0.1125,22.8987,2.3064,17.1757,26.7377,-0.1392,53.5996,4.6732,44.2553,59.9561,-0.0921,0
79.962,2.7199,75.5499,84.7218,-0.0949,26.7191,1.4952,23.986,29.7946,-0.0981,35.5145,2.7657,29.947,41.3803,-0.0614,15.7121,1.3905,13.2862,19.8126,-0.0467,2
75.787,2.7104,70.4258,80.5934,0.1193,14.767,1.2798,10.786,17.067,0.0504,33.8961,3.1774,27.0775,39.4319,-0.1258,26.6432,2.1085,22.3273,30.7394,-0.003,2
131.0428,4.3835,119.948,140.8118,0.0224,88.7825,4.7762,80.9479,96.2159,0.2094,80.0612,5.8515,71.6309,91.1669,0.0276,91.4703,5.0102,83.0926,100.0,-0.2444,5
90.6737,2.6192,86.3163,96.0739,0.1558,26.7265,2.5698,22.2215,30.9153,0.0298,39.028,2.9005,33.0281,44.1925,0.004,57.942,3.5521,48.3364,62.4863,0.1615,1
98.7615,2.6883,93.2927,104.3364,-0.0506,62.5894,4.7846,54.3362,71.0097,0.0486,70.7085,6.0288,58.9502,80.2817,-0.3649,72.5176,4.7646,64.7159,80.6378,0.0102,4
62.1281,2.1015,59.2442,66.1604,-0.0004,5.2877,0.5811,3.6627,6.406,0.0125,13.4757,1.1002,11.9592,16.3347,0.0168,24.2413,1.9208,21.3418,28.8974,0.0543,3
131.9761,3.6698,123.8772,139.1765,-0.0834,74.1611,4.288,66.3402,82.0405,-0.0131,91.457,6.5939,68.4162,99.297,0.1036,80.6032,6.1435,69.487,90.8768,0.4955,5
57.3154,2.1946,53.3031,62.1086,0.0791,8.679,0.6311,7.4417,10.0058,-0.0482,9.5274,0.999,7.3509,12.0155,0.0706,27.5937,1.6577,23.8334,29.6656,-0.0006,3
106.6657,2.2927,102.0697,110.1973,-0.0019,63.5311,4.1187,55.2625,71.8805,0.2348,66.6495,4.0171,59.1187,75.3635,0.1314,68.2183,5.8132,57.0303,80.2974,0.0386,4
64.5578,1.6137,61.5566,68.0672,-0.0265,14.9807,1.3078,12.7811,17.1323,-0.0792,14.4691,1.2232,11.296,16.2817,0.0462,23.661,1.8214,19.5461,27.3734,-0.0216,3
152.2023,4.3178,143.3066,161.1225,0.1165,84.2973,6.0809,75.8599,100.0,-0.3168,88.6265,8.901,70.6879,100.0,0.3051,91.6408,6.406,79.8886,100.0,0.3827,5
88.0871,3.3071,82.9083,96.6825,0.0934,48.0499,4.5213,39.3802,55.7583,-0.1573,31.411,2.4416,26.4892,36.8873,0.154,52.0314,3.7421,42.8409,60.9631,0.0753,1
92.0965,2.3744,87.7629,96.0026,0.0866,47.2931,4.3449,38.6503,55.5865,-0.0064,37.1849,3.7697,29.0405,43.182,-0.1216,58.0354,3.8629,51.6219,64.1683,-0.1768,1
108.9613,3.427,100.354,116.2304,0.2193,38.6895,2.9741,33.0774,44.0454,0.0847,63.0648,3.6427,56.703,70.463,0.0899,84.6142,5.0137,76.7529,100.0,0.0309,4
53.9185,1.9898,49.1789,58.0148,-0.0334,8.1168,0.5824,7.209,9.2293,-0.0006,2.2587,0.4774,1.5384,3.5925,0.0001,12.7076,0.972,10.9474,14.5794,0.023,3
99.5221,3.1965,94.1651,105.0401,0.1613,58.0145,2.9541,54.4059,63.0333,-0.0271,26.0499,2.585,20.4815,30.481,-0.0283,62.8801,5.6645,50.4596,72.4605,-0.0367,1
59.164,2.6832,53.4182,62.9186,-0.0606,5.1121,0.6201,4.0222,6.7905,0.019,6.0124,0.7466,4.7181,7.2618,-0.0355,22.5924,1.0959,19.9613,24.6684,0.0211,3
80.0141,3.6471,73.3757,87.2521,-0.0324,20.3282,2.3654,14.4306,24.8086,0.0154,26.251,2.6599,20.2286,30.3157,-0.0725,56.1286,6.7409,45.9193,71.5861,-0.0725,0
89.7931,3.0218,83.2831,96.5718,-0.0998,46.403,3.2727,38.5577,52.3422,-0.0134,37.8821,2.9984,29.6461,43.0843,-0.258,71.7746,4.9033,63.5692,84.3806,0.2677,1
159.588,5.0353,151.3926,170.0869,0.2772,91.8941,4.5295,85.5804,100.0,-0.1497,90.118,6.9788,77.3573,100.0,-0.4483,96.2037,4.4766,85.2088,100.0,-0.2219,5
92.0164,2.3225,88.2351,97.5899,0.0034,54.2832,4.2333,46.4498,60.4642,-0.0034,38.5195,3.8853,33.1295,44.6251,0.1565,56.0113,3.5764,50.4684,62.8104,0.2025,1
128.9424,3.7878,122.1256,135.3973,-0.4078,83.6763,6.5363,67.8818,97.789,0.0198,81.7839,5.7848,73.3811,90.6778,0.2837,78.5909,4.6212,69.5243,87.1232,0.2232,5
130.0836,3.8082,122.2593,136.5092,0.2444,74.5975,6.1079,60.3182,85.7315,0.4549,74.573,8.6125,52.4637,91.7096,-0.5229,97.0984,3.0182,91.1446,100.0,-0.0771,5
72.1735,1.6555,69.4848,75.458,-0.0941,27.8549,2.4592,23.52,31.6753,0.0681,18.7051,1.5888,15.2069,21.9486,-0.1428,33.5058,1.8894,30.1826,37.588,-0.0027,0
70.0102,2.0361,66.425,72.9503,-0.0041,8.7444,1.0167,6.3054,11.4644,-0.0784,12.2772,1.1316,9.9548,15.023,0.0824,18.4102,1.115,16.3121,20.6118,-0.0249,3
91.9913,2.7162,86.8779,97.2585,0.1075,43.3627,2.6238,36.9603,47.9526,-0.0154,42.8363,3.4836,36.7343,49.1175,-0.0848,57.3033,4.1162,50.3013,64.8273,-0.0538,1
85.0944,2.4186,80.9277,91.3902,0.1213,37.7622,3.0046,32.7711,42.3426,-0.1679,41.8618,3.7568,35.8389,49.0192,-0.2085,48.9911,3.7947,42.393,55.9728,-0.0869,1
130.6357,3.7287,122.2149,136.9287,0.0287,88.04,9.0465,66.3725,100.0,-0.3082,87.1802,7.8718,72.1777,100.0,-0.1884,97.3309,3.0419,90.4126,100.0,0.0066,5
